v1,v2
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
spam,Congratulations!!! You'vvve won a $3100 g!ft card. ClAim n0w!!!
ham,See ya at the gym l8er today 💪.
spam,YOu hV BEEn S3leCTEd For A fR33 vaCat!oN. CAlL n0W!
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
spam,L0an pre-appr0ved ✔✔ applly fasttt.
ham,gmorning! hope u hv a productive day.
spam,Claim ur\ fre coupons worth $698 2dayyy.
ham,Did  u  finish  that  assignmnt  4  tmrw?
ham,did u fiNiSH That ASsiGNMnt 4 tMrW?
ham,Happy bdayyy! 🎂 hv a gr8 day.
ham,Happy bdayyy! 🎂 hv a gr8 day.
ham,Lookin forward 2 our trip nxt mnth 🚗.
ham,dont forget to bring the docss for meetin.
spam,Work frm home in 2092 hrz/week & earn $$$ fast!
ham,GmOrnINg! Hope U hV A PRODucTiVe dAY.
ham,Happy bdayyy! 🎂 hv a gr8 day.
spam,URGENT!!  Your  acc0unt  haz  been  compr0mised...  ver1fy  imm3diately.
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
ham,Happy bdayyy! 🎂 hv a gr8 day.
spam,URGENT!! Your acc0unt haz been compr0mised... ver1fy imm3diately.
spam,Win ca$h prizzzes instantly by ent3ring thiz lucky dr@w!
spam,URGENT!! Your acc0unt haz been compr0mised... ver1fy imm3diately.
spam,Congratulations!!! You'vvve won a $4719 g!ft card. ClAim n0w!!!
spam,Claim ur fre coupons worth $1708 2dayyy.
ham,"Hey, are we still on for lunch 2morrow?"
spam,uRGENT!!  Your  Acc0uNt  Haz  BeeN  COmPr0MIsed...  Ver1FY  IMM3DiAteLY.
spam,Act fassst! L1mited time d!scount on sub$cription.
spam,URGEnt!! yOUr ACC0unt Haz bEEN COMpr0mISeD... VeR1Fy ImM3dIatELy.
ham,gmoRniNg! hoPE u Hv A prODUcTive daY.
ham,lets catch up ovr ☕ this weekend!
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
ham,dONt foRgEt To brInG THE DocSs FoR MEeTin.
ham,Did u finish that assignmnt 4 tmrw?
ham,LEtS caTCH UP ovr ☕ tHis WeEKeNd!
spam,Work  frm  home  in  2574  hrz/week  &  earn  $$$  fast!
spam,Congratulations!!!  You'vvve  won  a  $3193  g!ft  card.  ClAim  n0w!!!
ham,Happy )bdayyy! 🎂 hv a gr8 day.
spam,URGENT!! Your acc0unt haz been compr0mised... ver1fy imm3diately.
spam,aCt FAssSt! L1MITED TiMe d!ScOUNT on SUb$cRIPTioN.
ham,doNT  FORget  TO  BriNg  tHE  docss  FOr  MeETIn.
ham,"gmorning! hope u hv a productive d""ay."
ham,dont forget to bring the docss for meetin.
spam,Win ca$h prizzzes instantly by ent3ring thiz lucky dr@w!
spam,Act  fas%sst!  L1mited  time  d!scount  on  sub$cription.
ham,gmorning! hope u >hv a productive day.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all pr*odductz.
ham,plzz send# me the report by eve.
spam,Win ca$h prizzzes instantly by ent3ring t{hiz lucky dr@w!
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
spam,Work frm home in 59 hrz/week & earn $$$ fast!
spam,Congratulations!!!  You'vvve  won  a  $2604  g!ft  card.  ClAim  n0w!!!
spam,EXCLUSIVE  offer!!!  Buy  1  get  1  fr33  on  all  prodductz.
spam,wORk  frM  HoMe  In  4166  HrZ/WEek  &  EArn  $$$  faSt!
ham,dont forget to bring the docss for m(eetin.
ham,R we meetin at 12 pm 2day?
ham,plzz  seNd  mE  THe  rePOrT  By  eVE.
spam,URGENT!!  Your  acc0unt  haz  been  compr0mised...  ver1fy  imm3diately.
spam,L0AN PRE-aPPR0vEd ✔✔ APPLlY FaSTtT.
spam,Act  fassst!  L1mited  time  d!scount  on  sub$cription.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
ham,dont forget to bring the docss for meetin.
ham,sEE  YA  at  tHe  gYM  l8ER  TODAY  💪.
spam,l0aN pre-APPr0Ved ✔✔ a`PpLly fAStTt.
spam,Claim ur fre coupons worth $330 2dayyy.
spam,ExCluSivE OfFEr!!! BuY 1 geT 1 FR33 oN all PRODDuCTz.
ham,lets catch up ovr ☕ this weekend!
ham,plzz  send  me  the  report  by  eve.
ham,Happy bdayyy! 🎂 hv a gr8 day.
spam,acT  fASSst!  L1miTEd  TimE  d!scouNt  on  suB$CRipTiON.
spam,CLAIM ur fR'E CouponS WoRTH $1879 2dAYYY.
spam,Win ca$h prizzzes instantly by ent3ring thiz lucky dr@w!
ham,lets catch up ovr ☕ this weekend!
ham,r WE meETIn At 9 pM 2Day?
spam,urGENt!! YoUr ACc0UNt haz beEN cOMPR0mISeD... Ver1fy imM3DIATElY.
spam,YoU aRe da lucky WINNER of our mega contest 🎉:.
spam,WIN Ca$h pRizzZEs insTANTly By ENT3RInG thIZ luCky (dR@W!
ham,dont forget to bring the docss for meetin.
ham,happY  bdAYYY!  🎂  hV  a  gr8  daY.
spam,L0an  pre-appr0ved  ✔✔  applly  fasttt.
ham,Lookin forward 2 our trip nxt mnth 🚗.
ham,"pLzz sENd ME ThE Re,POrT BY eve."
ham,Did u finish that assignmnt 4 tmrw?
ham,loOKIN forwArD 2 OuR TrIP NxT Mnth 🚗.
spam,yoU ArE dA LucKY WinNeR oF oUR MEGA cONTEsT 🎉.
ham,"hEy, are we sTIlL oN FOr lUnCh 2mOrROw?"
spam,You hv been s3lecte=d for a FR33 vacat!on. Call n0w!
ham,gmornIng! Ho_pE u hv A prODUCTivE Day.
ham,PLZz senD me thE reporT By eVe.
spam,Win ca$h prizzzes instantly by ent3ring thiz lucky dr@w!
ham,SEe ya aT tHe Gym L8Er tOdaY 💪.
ham,gmorning!  hope  u  hv  a  productive  day.
ham,Did u finish that assignmnt 4 tmrw?
ham,dont forget to bring the docss for meetin.
spam,cOnGratuLATIoNs!!! YOU'vvve woN a $559 G!FT cArd. ClaiM N0w!!!
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
ham,diD U FINiSh ThAt ASSigNmNT 4 tMrW?
spam,You  hv  been  s3lected  for  a  FR33  vacat!on.  Call  n0w!
ham,gmorning! hope u hv a productive day.
ham,Did  u  FINISh  ThaT  ASsIgNMNT  4  TMRW?
spam,congrATulatIons!!! YOu'VVVE WoN A $4724 G!fT caRD. claIM n0w!!!
spam,CLaIm  uR  fRe  coupons  WORTh  $2997  2DAyyY.
spam,You  hv  been  s3lected  for  a  FR33  vacat!on.  Call  n0w!
ham,plzz send me the] report by eve.
spam,Act fassst! L1mited time d!scount on sub$cription.
ham,Did u finish that assignmnt 4 tmrw?
spam,URGENT!! Your acc0unt haz been compr0mised... ver1fy imm3diately.
ham,Lookin forward 2 our trip nxt mnth 🚗.
ham,lets catch up ovr ☕ this weekend!
spam,coNGratUlAtionS!!! yoU'VvVe wOn A $4112 G!fT CarD. cLAim N0w!!!
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
ham,dont forget to bring the docss for meetin.
ham,R we meetin at 12 pm 2day?
spam,uRGent!!  YOuR  acc0UnT  hAz  BEEN  comPR0MISEd...  VER1FY  imm3dIAtely.
ham,plzz send me the rep`ort by eve.
ham,Happy bdayyy! 🎂 hv a gr8 day.
spam,Act fassst! L1mited time d!scount on sub$cription.
spam,Win  ca$h  prizzzes  instantly  by  ent3ring  thiz  lucky  dr@w!
spam,YoU  aRe  da  luc|ky  WINNER  of  our  mega  contest  🎉.
ham,gmorning! hope u hv a productive day.
spam,L0an pre-appr0ved ✔✔ applly fasttt.
ham,Lookin forward 2 our trip nxt mnth 🚗.
ham,R we meetin at 3 pm 2day?
spam,L0an pre-appr0ved ✔✔ applly fasttt.
ham,PlZZ SenD me tHE RepoRT bY EvE.
spam,Claim  ur  fre  coupons  worth  $4267  2dayyy.
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
ham,R we meetin at 10 pm 2day?
ham,Lookin forward 2 our trip nxt mnth 🚗.
spam,Claim ur fre coupons worth $4913 2dayyy.
spam,Claim ur fre coupons worth $4510 2dayyy.
spam,Work frm home in 1796 hrz/week & earn $$$ fast!
spam,COnGrAtulatIoNS!!! YOu'VvvE won A $3316 G!ft CaRd. cLAIM N0w!!!
spam,URGENT!! Your acc0unt haz been compr0mised... ver{1fy imm3diately.
spam,L0an pre-appr0ved ✔✔ applly fasttt.
ham,plzz send me the report by eve.
ham,lEtS caTcH uP oVr ☕ tHIs wEEkEnd!
spam,YoU aRe da lucky WINNER! of our mega contest 🎉.
ham,Lookin forward 2 our trip nxt mnth 🚗.
ham,Happy bdayyy! 🎂 hv a gr8 day.
spam,L0an pre-appr0ved ✔✔ applly fasttt.
spam,Claim  ur  fre  coupons  worth  $4780  2dayyy.
ham,dont forge^t to bring the docss for meetin.
spam,YOU HV BeEn S3LeCted for A FR33 vacat!oN. Call n0W!
spam,EXCLUSIVE  offer!!!  Buy  1  get  1  fr33  on  all  prodductz.
ham,"Hey,  are  we  st~ill  on  for  lunch  2morrow?"
ham,R we mEETin AT 3 pm 2DAY?
ham,LookIN FOrWard 2 oUr Trip nxT mnTh 🚗.
spam,Work  frm  home  in  3455  hrz/week  &  earn  $$$  fast!
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
ham,R WE mEetin AT 5 Pm 2DaY?
ham,"Hey, are we still on for lunch 2morrow?"
ham,lets  catch  up  ovr  ☕]  this  weekend!
ham,lets catch up ovr ☕ this weekend!
spam,Act fassst! L1mited time d!scount on sub$cription.
ham,See ya at the gym l8er today 💪.
ham,"hEy, ARE we sTIll ON FoR LUNch 2MoRROW?"
ham,Lookin forward 2 our trip nxt mnth 🚗.
spam,Work frm home in 2543 hrz/week & ear:n $$$ fast!
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
spam,Win ca$h prizzzes instantly by ent3ring thiz lucky dr@w!
ham,"hEy, ARE We StILL On fOr LuncH 2mORRow?"
ham,R We meETin at 1 Pm 2DAy?
ham,"Hey, are we still on for lunch 2morrow?"
spam,"URGENT!! Your acc0unt haz been compr0mis,ed... ver1fy imm3diately."
ham,plzZ SeND Me The RePort By EVE.
spam,Work  frm  home  in  4351  hrz/week  &  earn  $$$  fast!
ham,Hap/py  bdayyy!  🎂  hv  a  gr8  day.
ham,R we meetin at 7 pm 2day?
ham,Lookin  forward  2  o!ur  trip  nxt  mnth  🚗.
ham,Happy  bdayyy!  🎂  hv  a  gr8  day.
ham,dont forget to bring the docss for meetin.
spam,Congratulations!!! You'vvve won a $1786 g!ft card. ClAim n0w!!!
ham,plzz send me the report by eve.
ham,R we meetin at 6 pm 2d)ay?
spam,wiN ca$H prIZZzES iNSTantlY bY ent3RING ThIZ lucKy dr@W!
ham,Did u fi#nish that assignmnt 4 tmrw?
ham,loOkin foRwarD 2 OUR trIP NxT mNth 🚗.
ham,plzz send me the report by eve.
spam,CoNGRATulaTIOns!!! YoU'vVVe WoN A $2799 G!FT cARD. claiM n0W!!!
ham,lets  catch  up  ovr  ☕  this  weekend!
ham,R we meetin at 11 pm 2day?
ham,r wE Meetin At 1 pm 2DaY?
spam,L0an  pre-appr0ved  ✔✔  applly  fasttt.
spam,/YoU  aRe  da  lucky  WINNER  of  our  mega  contest  🎉.
spam,L0an pre-appr0ved ✔✔ applly fasttt.
spam,clAIm UR fRe CoUponS wORTH $971 2dayYy.
ham,Lookin forward 2 our tr.ip nxt mnth 🚗.
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
ham,dId  u  fIniSH  THat  aSsigNmnt  4  tMrw?
ham,plzz send me the report by eve.
ham,DOnT  fOrgeT  To  bRIng  THe  Doc[SS  foR  mEeTiN.
ham,R we meetin at 8 pm 2day?
spam,Claim ur fre coupons worth $1670 2dayyy.
spam,WORK FRm hOME In 4550 hRz/WEek & EArn $$$ fAST!
ham,Looki:n forward 2 our trip nxt mnth 🚗.
ham,Lookin forward 2 our trip nxt mnth 🚗.
spam,wIN ca$h PrizzzEs iNstantlY BY eNt3RInG tHIZ LUCKy Dr@w!
ham,dont forget to bring the docss for meetin.
spam,Congratulations!!! You'vvve won a $2218 g!ft card. ClAim n0w!!!
spam,URGENT!! Your acc0unt haz been compr0mised..). ver1fy imm3diately.
spam,yOU Are Da lUCkY winNEr oF OuR megA contEst 🎉.
ham,R we meetin at 10 pm 2day?
ham,gmorning! hope u hv a productive day.
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
spam,YoU aRe da lucky WINNER of our me$ga contest 🎉.
spam,urGENT!! YoUR AcC0UnT HaZ BEEn compr0mISed... vEr1Fy Imm3DIatElY.
spam,Claim  ur  fre  coupons  worth  $3252  2dayyy.
ham,Happy bdayyy! 🎂 hv a gr8 day.
spam,cONGraTulaTIonS!!! yoU'Vvve WoN a $1811 g!Ft cARd. claiM N0W!!!
ham,dont forget to bring the docss for meetin.
spam,URGenT!! Your AcC0UNT Haz BEEN CoMPR0MiSeD... vER1fY imM3DIAtEly.
spam,L0An Pre-apPr0veD ✔✔ appLLY fAStTT.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
ham,lets catch up ovr ☕ this week~end!
ham,Happy bdayyy! 🎂 hv a gr8 day.
spam,you HV beeN S3lecteD fOr a Fr33 vaCat!on. Call n0W!
ham,PlZz& Send mE The rEPORT by eve.
spam,Congr$atulations!!! You'vvve won a $1122 g!ft card. ClAim n0w!!!
spam,"you ARe da lUcKY, wINNeR of OUr meGA coNTEST 🎉."
spam,Win ca$h prizzzes| instantly by ent3ring thiz lucky dr@w!
ham,Lookin forward 2 our trip nxt mnth 🚗.
ham,"Hey, are we still on for lunch 2morrow?"
ham,LETs CatCh uP oVr ☕ tHis weekEnD!
spam,Work frm home in 4909 hrz/week & earn $$$ fas~t!
ham,R  we  meetin  at  2  pm  2day?
spam,Congratulations!!! You'vvve won a $4854 g!ft card. ClAim n0w!!!
spam,You  hv  been  s3lected  for  a  FR33  vacat!on.  Call  n0w!
ham,"Hey, are we still on for lunch 2morrow?"
ham,dONT Forget TO BRing tHe doCsS FOR MeeTIn.
spam,Claim  ur  fre  coupons  worth  $2464  2dayyy.
ham,did u FinisH tHAT ASsIGNmnt 4 tmRW?
spam,You  hv  been  s3lected  for  a  FR33  vacat!on.  Call  n0w!
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
ham,PlzZ send Me ThE REPORt by evE.
spam,L0An PRe-apPR0Ved ✔✔ APpLly fAs?tTt.
ham,gmorning!  hope  u  hv  a  productive  day.
ham,Did@ u finish that assignmnt 4 tmrw?
spam,coNgRAtULatIonS!!! you'VvvE won a $1407 G!Ft carD. ClaIm N0w!!!
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all pro!dductz.
ham,HAPPY  bDAYyY!  🎂  hV  A  gR8  Day.
ham,doNT ForgeT tO BRiNG ThE DoCss FOr MeEtin.
spam,Act fassst! L1mited time d!scount on sub$cription.
ham,R we meetin at 8 pm 2day?
ham,dONt fOrgET tO BRing THE DOCSS For MEEtiN.
ham,R  we  meetin  at  3  pm  2day?
ham,GMornInG! HoPE u hV A produCtIVe daY.
ham,lETS  CatCh  up  ovR  ☕  tHIs  weekeND!
spam,urgEnT!! youR aCC0Unt HAZ BEEN cOmpR0misED... VeR1Fy iMm3DIAtELY.
ham,lets catch up ovr ☕ this weekend!
spam,act  fAssst!  L1MiTEd  tIme  d!sCOUnT  oN  SUB$crIPTIOn.
ham,"Hey, are we still on for lunch 2morrow?"
ham,seE  ya  aT  tHE  Gym  L8Er  ToDay  💪.
ham,lets catch up ovr ☕ this weekend!
ham,Lookin forward 2 our trip nxt mnth 🚗.
spam,Congratulations!!! You'vvve won a $1703 g!ft card. ClAim n0w!!!
spam,"ClaIM Ur frE COU""PonS Worth $2439 2DAYyy."
ham,"Hey, are we still on for lunch 2morrow?"
spam,Claim ur fre coupons worth $3003 2dayyy.
ham,Lookin forward 2 our trip nxt mnth 🚗.
ham,See ya at the gym l8er today 💪.
spam,YOu  aRe  dA  lUckY  WiNNER  of  OUr  MEGa  COnTEsT  🎉.
ham,See ya at the gym l8er today 💪.
ham,R we meetin at 6 pm 2day?
spam,Work frm home in 731 hrz/week & earn $$$ fast!
ham,Happy bdayyy! 🎂 hv a gr8 day.
ham,DOnT FORGET To brINg THe docSS For mEeTiN.
ham,Lookin  forward  2  our  trip  nxt  mnth  🚗.
ham,plzz send me the report by eve.
spam,L0an pre-appr0~ved ✔✔ applly fasttt.
spam,URGENT!! Your acc0unt haz been compr0mised...$ ver1fy imm3diately.
spam,"YoU aRe da lu""cky WINNER of our mega contest 🎉."
spam,clAIM UR frE COupoNs wOrtH $1154 2dAyYy.
spam,Win  ca$h  prizzzes  instantly  by  ent3ring  thiz  lucky  dr@w!
spam,Congratulations!!!  You'vvve  won  a  $4816  g!ft  card.  ClAim  n0w!!!
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
ham,Happy bdayyy! 🎂 hv a gr8 day.
spam,EXCLUSIVE of-fer!!! Buy 1 get 1 fr33 on all prodductz.
spam,L0AN PrE-aPPR0VeD ✔✔ appLly FAStTT.
spam,Congratulations!!! You'vvve won a $2379 g!ft card. ClAim n0w!!!
spam,Congratulations!!! You'vvve won a $3857 g!ft card. ClAim n0w!!!
ham,dont  forget  to  bring  the  docss  for  meetin.
spam,acT =FassST! l1MiTED tiME d!SCouNT ON SUB$cRIPtION.
spam,Work frm home in 945 hrz/week & earn $$$ fast!
ham,gmor`ning! hope u hv a productive day.
spam,L0an pre-appr0ved ✔✔ applly fasttt.
spam,L0an pre-appr0ved ✔✔ applly fasttt.
ham,See ya at the gym l8er today 💪.
spam,L0an pre-appr0ved }✔✔ applly fasttt.
ham,dId u fInIsH THaT assIgNmNT 4 TMrW?
ham,See  ya  at  the  gym  l=8er  today  💪.
ham,gmorning! hope u hv a productive day.
spam,URGENT!! Your acc0unt haz been compr0mised... ver1fy imm3diately.
spam,Claim ur fre coupons worth $613 2dayyy.
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
spam,Act  fassst!  L1mited  time  d!scount  on  sub$cription.
ham,plzz send me the report by eve.
spam,URGENT!! Your acc0unt haz been compr0mised... ver1fy imm3diately.
ham,dont forget to bring the docss for meetin.
ham,lets catch up ovr ☕ this weekend!
ham,SeE ya AT thE gYM L8er TOdAY 💪.
spam,wOrk FRM HOme in 4327 hrZ/WEEK & EArN $$$ faSt!
spam,act FAssst! l1mITed tImE D!sCOUNT oN sUb$criptIoN.
spam,win  ca$H  pRIzzZEs  InStAnTLY  BY  eNt3RiNG  tHIz  LucKY  dR@w!
ham,lets catch up ovr ☕ this weekend!
ham,dont  forget  to  bring  the  docss  for  meetin.
spam,cLAIm uR frE cOUpOns worTH $4026 2DAyyy.
ham,gmorning!  hope  u  hv  a  productive  day.
ham,lets catch up ovr ☕ this weekend!
spam,Congratulations!!!  You'vvve  won  a  $934  g!ft  card.  ClAim  n0w!!!
spam,"cONgrAt""UlaTiOnS!!! you'vVVe wOn a $4876 G!Ft carD. ClAiM n0W!!!"
spam,woRK frM HOMe in 3669 Hrz/Week & EArn $$$ fAst!
ham,Did u finish that assignmnt 4 tmrw?
spam,AcT fassst! l1mItED tIME d!SCOUnT On SUb$CRIPTion.
ham,Lookin forward 2 our trip nxt mnth 🚗.
ham,R we meetin at 2 pm 2day?
spam,URGENT!! Your acc0u=nt haz been compr0mised... ver1fy imm3diately.
ham,gmorning! hope u hv a productive day.
spam,YoU aRe da lucky WINNER of our mega contest 🎉.
ham,Happy bdayyy! 🎂 hv a gr8 day.
ham,dONt  fOrgeT  TO  brinG  thE  docSS  fOr  mEEtIN.
spam,Act  fassst!  L1mited  time  d!scount  on  sub$cription.
ham,LETs CaTCh up oVR ☕ THIs WeEkEND!
ham,Happy bdayyy! 🎂 hv a gr8 day.
ham,lets catch up ovr ☕ this weekend!
spam,Congratulations!!! You'vvve won a $2479 g!ft card. ClAim n0w!!!
ham,R  we  meetin  at  3  pm  2day?
spam,WIn  cA$H  pRiZZzEs  iNStaNtLy  By  ENt3riNg  tHIZ  luCKY  dR@w!
spam,aCT fASssT! l1miTeD tIme D!ScoUnT ON SUb$crIPtiON.
ham,pLZz sEnd Me thE RepoRT bY Eve.
ham,plzz  send  me  the  report  by  eve.
ham,LoOkin FORwARd 2 ouR tRIp NXT mntH 🚗.
ham,Did u finish that assignmnt 4 tmrw?
spam,WorK frm hoMe in 2544 HrZ/WEEK & EaRn $$$ fAST!
spam,Work frm home in 2343 hrz/week & earn $$$ fast!
ham,Did u finish that assignmnt 4 tmrw?
spam,Work frm home in 2360 hrz/week & earn $$$ fast!
ham,"HEy,  ArE  we  sTill  On  foR  LUnCH  2MoRROW?"
ham,lets catch up ovr ☕ this weekend!
spam,YoU  aRe  da  lucky  WINNER  of  our  mega  contest  🎉.
ham,R we meetin at 4 pm 2day?
ham,see yA AT the GyM L8ER ToDAy 💪.
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
ham,Did  u  finish  that  assignmnt  4  tmrw?
ham,plzz send me the report by eve.
ham,haPPY BDaYYy! 🎂 HV A Gr8 DAy.
ham,see yA AT tHE gYM l8ER toDAY 💪.
ham,Happy  bdayyy!  🎂  hv  a  gr8  day.
spam,l0aN PRE-aPPr0veD ✔✔ aPPLlY FaStTT.
spam,You hv been s3lected for a FR33 vacat!on. Call n0w!
ham,lets catch up ovr ☕ this weekend!
ham,Did u finish that assignmnt 4 tmrw?
ham,r  We  MEEtIN  At  7  pM  2daY?
spam,"L0an pre-appr0ved ✔✔ applly fas,ttt."
ham,plzz send me the report by eve.
ham,letS  CATCh  up  ovr  ☕  tHIS  weekENd!
spam,You hv been s3lected for a FR33 va*cat!on. Call n0w!
ham,See ya at the gym l8er today 💪.
spam,L0an pre-appr0ved ✔✔ applly< fasttt.
ham,DoNt +fORGeT TO brINg THE Docss FOR Meetin.
ham,lOoKIN FoRwARD 2 OUr TrIP Nxt mNtH 🚗.
ham,Did  u  finish  that  assignmnt  4  tmrw?
ham,gmorning! hope u hv a productive day.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
spam,wOrk  frM  HOmE  in  2681  HRZ/WeeK  &  earn  $$$  FAsT!
ham,See ya at the gym l8er today 💪.
spam,Work frm home in 1886 hrz/week & earn $$$ fast!
ham,See ya at the gym [l8er today 💪.
spam,URGeNT!! YOuR aCC0uNT hAZ bEeN COmPR0mISeD... Ver1fY iMm3DIatELy.
ham,Lookin forward 2 our trip nxt mnth 🚗.
ham,Did u fini{sh that assignmnt 4 tmrw?
spam,ACt fassST! L1MiTEd tIme D!sCouNT ON Sub$crIptiON.
spam,conGRaTULatioNS!!! yoU'VVvE WON A $768 G!ft CARD. CLAIM N0w!!!
ham,Happy bdayyy! 🎂 hv a gr8 day.
spam,Act fassst! L1mited time d!scount on sub$cription.
ham,lets catch up ovr ☕ this weekend!
spam,conGRAtUlatIOns!!! yOu'vVVe WON A $969 G!FT CaRd. CLAIM n0W!!!
spam,L0an pre-appr0ved ✔✔ applly fasttt.
ham,sEe yA At the GyM l8er T/OdAY 💪.
ham,Happy bdayyy! 🎂 hv a gr8 day.
spam,EXCLUSIVE offer!!! Buy 1 get 1 fr33 on all prodductz.
ham,"r we"" MEETin aT 11 PM 2dAY?"
ham,"Hey, are we still on fo~r lunch 2morrow?"
ham,Did u finish that assignmnt 4 tmr&w?
ham,Lets CAtch uP oVR ☕ THIS wEEkEnD!
spam,EXCLUSIVE  offer!!!  Buy  1  get  1  fr33  on  all  prodductz.
ham,"Hey, are we still on for lunch 2morrow?"
spam,Congratulations!!! Yo%u'vvve won a $4038 g!ft card. ClAim n0w!!!
ham,?plzZ seNd Me tHE rePorT BY eve.
spam,You ARe dA LucKY wiNneR of OuR mEga conTest 🎉.
spam,you  aRe  Da  lUcKY  wINNEr  oF  OUr  MEga  cONtesT  🎉.
spam,CLaIm Ur FRe COupON>S WOrTh $4048 2DAYYy.
ham,plzz send me the report by eve.
ham,R we meetin at 9 pm 2day?
spam,YOu ARe DA LUCKY WINneR of ouR MeGa CoNTEsT 🎉.
ham,dont forget to bring the docss for mee'tin.
ham,R  we  meetin  at  3  pm  2day?
spam,Congratulations!!! You'vvve won a $4439 g!ft card. ClAim n0w!!!
ham,"hey, ArE we stilL On For luNCh 2moRRow?"
spam,cLaiM ur FrE cOupoNs WORth $2504 2dayyy#.
spam,YOU HV bEEn s3lECTeD F(or a Fr33 vACAt!on. cAlL N0w!
spam,Congr&atulations!!!  You'vvve  won  a  $2230  g!ft  card.  ClAim  n0w!!!
spam,Work frm home in 4862 hrz/week & earn $$$ fast!
spam,ClAim uR frE coUPoNs wORth $2594 2dAYYy.
ham,dont} forget to bring the docss for meetin.
ham,plzz  send  me  the  report  by  eve.
spam,L0an pre-appr0ved ✔✔ applly f;asttt.
spam,Congratulations!!!  You'vvve  won  a  $2417  g!ft  card.  ClAim  n0w!!!
ham,Lookin fOrwarD 2 OuR trIP nXT mNTH 🚗.
spam,win Ca$h priZzzEs iNSTantLY BY ent3RIng thIz lUcKY DR@W!
spam,conGRaTulations!!!  you'VVVE  WON  A  $1878  G!fT  CARD.  cLaiM  N0W!!!
ham,Lookin forward 2 our trip nxt mnth 🚗.
ham,seE yA At tHE gyM L8Er Today 💪.
ham,gmorning! hope u hv a productive day.
ham,sEE& Ya at THe gyM l8eR todaY 💪.
ham,leTS Catch uP ovR ☕ THIS wEekenD!
spam,Congratulations!!! You'vvve won a $2341 g!ft card. ClAim n0w!!!
ham,"Hey,/ are we still on for lunch 2morrow?"
spam,conGratUlaTions!!! yOu'VVve WOn a $700 G!ft CaRD. claIM n0W!!!
spam,Claim ur fre coupons worth $3762 2dayyy.
spam,Congratulations!!!  You'vvve  won  a  $2743  g!ft  card.  ClAim  n0w!!!
spam,EXCLUSIVE  offer!!!  Buy  1  get  1  fr33  on  all  prodductz.
ham,See ya at th*e gym l8er today 💪.
